eco	name	fen	moves
C42	Russian Game: Classical Attack, Tarrasch Variation	rn1q1rk1/ppp2ppp/3b4/3p4/2PPn1b1/3B1N2/PP3PPP/RNBQ1RK1 w - -	e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 d2d4 d6d5 f1d3 f8d6 e1g1 e8g8 c2c4 c8g4
C42	Russian Game: Cochrane Gambit	rnbqkb1r/ppp2Npp/3p1n2/8/4P3/8/PPPP1PPP/RNBQKB1R b KQkq -	e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f7
C42	Russian Game: Cochrane Gambit, Bishop Check Line	rnbq1b1r/ppp2kpp/3p1n2/8/2B1P3/8/PPPP1PPP/RNBQK2R b KQ -	e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f7 e8f7 f1c4
C42	Russian Game: Cochrane Gambit, Center Variation	rnbq1b1r/ppp2kpp/3p1n2/8/3PP3/8/PPP2PPP/RNBQKB1R b KQ -	e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f7 e8f7 d2d4
C42	Russian Game: Cozio (Lasker) Attack	rnbqkb1r/ppp2ppp/3p4/8/4n3/5N2/PPPPQPPP/RNB1KB1R b KQkq -	e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 d1e2
C42	Russian Game: Damiano Variation	rnbqkb1r/pppp1ppp/8/4N3/4n3/8/PPPP1PPP/RNBQKB1R w KQkq -	e2e4 e7e5 g1f3 g8f6 f3e5 f6e4
C42	Russian Game: Damiano Variation, Kholmov Gambit	rnb1kb1r/ppppqppp/8/4N3/4n3/8/PPPPQPPP/RNB1KB1R w KQkq -	e2e4 e7e5 g1f3 g8f6 f3e5 f6e4 d1e2 d8e7
C42	Russian Game: French Attack	rnbqkb1r/ppp2ppp/3p4/8/4n3/3P1N2/PPP2PPP/RNBQKB1R b KQkq -	e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 d2d3
C42	Russian Game: Karklins-Martinovsky Variation	rnbqkb1r/ppp2ppp/3p1n2/8/4P3/3N4/PPPP1PPP/RNBQKB1R b KQkq -	e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5d3
C42	Russian Game: Kaufmann Attack	rnbqkb1r/ppp2ppp/3p4/8/2P1n3/5N2/PP1P1PPP/RNBQKB1R b KQkq -	e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 c2c4
C42	Russian Game: Millennium Attack	rnbqkb1r/ppp2ppp/3p4/8/4n3/3B1N2/PPPP1PPP/RNBQK2R b KQkq -	e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 f1d3
C42	Russian Game: Moody Gambit	r1bqkb1r/pppp1ppp/2n2n2/4p3/3PP3/5N2/PPP1QPPP/RNB1KB1R b KQkq -	e2e4 e7e5 g1f3 g8f6 d1e2 b8c6 d2d4
C42	Russian Game: Nimzowitsch Attack	rnbqkb1r/ppp2ppp/3p4/8/4n3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq -	e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 b1c3
C42	Russian Game: Paulsen Attack	rnbqkb1r/ppp2ppp/3p1n2/8/2N1P3/8/PPPP1PPP/RNBQKB1R b KQkq -	e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5c4
C42	Russian Game: Stafford Gambit	r1bqkb1r/pppp1ppp/2n2n2/4N3/4P3/8/PPPP1PPP/RNBQKB1R w KQkq -	e2e4 e7e5 g1f3 g8f6 f3e5 b8c6
C42	Russian Game: Stafford Gambit	r1bqkb1r/ppp2ppp/2p2n2/8/4P3/8/PPPP1PPP/RNBQKB1R w KQkq -	e2e4 e7e5 g1f3 g8f6 f3e5 b8c6 e5c6 d7c6
C42	Russian Game: Three Knights Game	rnbqkb1r/pppp1ppp/5n2/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq -	e2e4 e7e5 g1f3 g8f6 b1c3
C42	Russian Game: Urusov Gambit	rnbqkb1r/pppp1ppp/5n2/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq -	e2e4 e7e5 g1f3 g8f6 f1c4
C43	Bishop's Opening: Urusov Gambit	rnbqkb1r/pppp1ppp/5n2/8/2BpP3/5N2/PPP2PPP/RNBQK2R b KQkq -	e2e4 e7e5 f1c4 g8f6 d2d4 e5d4 g1f3
C43	Bishop's Opening: Urusov Gambit, Keidansky Gambit	rnbqkb1r/pppp1ppp/8/8/2BQn3/5N2/PPP2PPP/RNB1K2R b KQkq -	e2e4 e7e5 f1c4 g8f6 d2d4 e5d4 g1f3 f6e4 d1d4
C43	Russian Game: Modern Attack	rnbqkb1r/pppp1ppp/5n2/4p3/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq -	e2e4 e7e5 g1f3 g8f6 d2d4
C43	Russian Game: Modern Attack	rnbqkb1r/pppp1ppp/5n2/8/3pP3/5N2/PPP2PPP/RNBQKB1R w KQkq -	e2e4 e7e5 g1f3 g8f6 d2d4 e5d4
C43	Russian Game: Modern Attack, Bardeleben Variation	r1bqkb1r/pppp1ppp/2n5/2n1P3/3N4/8/PPP1QPPP/RNB1KB1R w KQkq -	e2e4 e7e5 g1f3 g8f6 d2d4 e5d4 e4e5 f6e4 d1e2 e4c5 f3d4 b8c6
C43	Russian Game: Modern Attack, Center Attack	rnbqkb1r/pppp1ppp/8/4P3/3Qn3/5N2/PPP2PPP/RNB1KB1R b KQkq -	e2e4 e7e5 g1f3 g8f6 d2d4 e5d4 e4e5 f6e4 d1d4
C43	Russian Game: Modern Attack, Center Variation	rnbqkb1r/pppp1ppp/8/4p3/3Pn3/3B1N2/PPP2PPP/RNBQK2R b KQkq -	e2e4 e7e5 g1f3 g8f6 d2d4 f6e4 f1d3
C43	Russian Game: Modern Attack, Murrey Variation	r1bqkb1r/pppp1ppp/2n5/4p3/3Pn3/3B1N2/PPP2PPP/RNBQK2R w KQkq -	e2e4 e7e5 g1f3 g8f6 d2d4 f6e4 f1d3 b8c6
C43	Russian Game: Modern Attack, Steinitz Variation	rnbqkb1r/pppp1ppp/8/4P3/3pn3/5N2/PPP1QPPP/RNB1KB1R b KQkq -	e2e4 e7e5 g1f3 g8f6 d2d4 e5d4 e4e5 f6e4 d1e2
C43	Russian Game: Modern Attack, Symmetrical Variation	rnbqkb1r/ppp2ppp/5n2/3pp3/3PP3/5N2/PPP2PPP/RNBQKB1R w KQkq -	e2e4 e7e5 g1f3 g8f6 d2d4 d7d5
C43	Russian Game: Modern Attack, Symmetrical Variation	rnbqkb1r/pppp1ppp/8/4p3/3Pn3/5N2/PPP2PPP/RNBQKB1R w KQkq -	e2e4 e7e5 g1f3 g8f6 d2d4 f6e4
C43	Russian Game: Modern Attack, Tal Gambit	rnbqkb1r/pppp1ppp/8/1B2P3/3pn3/5N2/PPP2PPP/RNBQK2R b KQkq -	e2e4 e7e5 g1f3 g8f6 d2d4 e5d4 e4e5 f6e4 f1b5
C43	Russian Game: Modern Attack, Trifunovic Variation	rnbq1rk1/ppp2ppp/8/3pb3/2PPn3/3B4/PP3PPP/RNBQ1RK1 w - -	e2e4 e7e5 g1f3 g8f6 d2d4 f6e4 f1d3 d7d5 f3e5 f8d6 e1g1 e8g8 c2c4 d6e5
C44	Dresden Opening: The Goblin	r1bqkb1r/pppp1ppp/2n2n2/4N3/2P1P3/8/PP1P1PPP/RNBQKB1R b KQkq -	e2e4 e7e5 g1f3 b8c6 c2c4 g8f6 f3e5
C44	Irish Gambit	r1bqkbnr/pppp1ppp/2n5/4N3/4P3/8/PPPP1PPP/RNBQKB1R b KQkq -	e2e4 e7e5 g1f3 b8c6 f3e5
C44	King's Knight Opening: Konstantinopolsky	r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5NP1/PPPP1P1P/RNBQKB1R b KQkq -	e2e4 e7e5 g1f3 b8c6 g2g3
C44	King's Knight Opening: Normal Variation	r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq -	e2e4 e7e5 g1f3 b8c6
C44	King's Pawn Game: Dresden Opening	r1bqkbnr/pppp1ppp/2n5/4p3/2P1P3/5N2/PP1P1PPP/RNBQKB1R b KQkq -	e2e4 e7e5 g1f3 b8c6 c2c4
C44	King's Pawn Game: Pachman Wing Gambit	r1bqkbnr/pppp1ppp/2n5/4p3/1P2P3/5N2/P1PP1PPP/RNBQKB1R b KQkq -	e2e4 e7e5 g1f3 b8c6 b2b4
C44	King's Pawn Game: Schulze-Müller Gambit	r1bqkbnr/pppp1ppp/8/4n3/3PP3/8/PPP2PPP/RNBQKB1R b KQkq -	e2e4 e7e5 g1f3 b8c6 f3e5 c6e5 d2d4
C44	King's Pawn Game: Tayler Opening	r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPPBPPP/RNBQK2R b KQkq -	e2e4 e7e5 g1f3 b8c6 f1e2
C44	King's Pawn Game: Tayler Opening, Basman Gambit	r1bqkb1r/pppp1ppp/2n2n2/4P3/3p4/5N2/PPP1BPPP/RNBQK2R b KQkq -	e2e4 e7e5 g1f3 b8c6 f1e2 g8f6 d2d4 e5d4 e4e5
C44	King's Pawn Game: Tayler Opening, Inverted Hanham	r1bqkb1r/ppp2ppp/2n2n2/3pp3/4P3/3P1N2/PPPNBPPP/R1BQK2R b KQkq -	e2e4 e7e5 g1f3 b8c6 f1e2 g8f6 d2d3 d7d5 b1d2
C44	Latvian Gambit: Clam Gambit	r1bqkbnr/pppp2pp/2n5/4pP2/8/3P1N2/PPP2PPP/RNBQKB1R b KQkq -	e2e4 e7e5 g1f3 b8c6 d2d3 f7f5 e4f5
C44	Ponziani Opening	r1bqkbnr/pppp1ppp/2n5/4p3/4P3/2P2N2/PP1P1PPP/RNBQKB1R b KQkq -	e2e4 e7e5 g1f3 b8c6 c2c3
C44	Ponziani Opening: Caro Gambit	r2qkbnr/pppb1ppp/2n5/3pp3/Q3P3/2P2N2/PP1P1PPP/RNB1KB1R w KQkq -	e2e4 e7e5 g1f3 b8c6 c2c3 d7d5 d1a4 c8d7
C44	Ponziani Opening: Jaenisch Counterattack	r1bqkb1r/pppp1ppp/2n2n2/4p3/4P3/2P2N2/PP1P1PPP/RNBQKB1R w KQkq -	e2e4 e7e5 g1f3 b8c6 c2c3 g8f6
C44	Ponziani Opening: Leonhardt Variation	r1bqkb1r/ppp2ppp/2n2n2/3pp3/Q3P3/2P2N2/PP1P1PPP/RNB1KB1R w KQkq -	e2e4 e7e5 g1f3 b8c6 c2c3 d7d5 d1a4 g8f6
C44	Ponziani Opening: Neumann Gambit	r1bqkb1r/pppp1ppp/2n2n2/4p3/2B1P3/2P2N2/PP1P1PPP/RNBQK2R b KQkq -	e2e4 e7e5 g1f3 b8c6 c2c3 g8f6 f1c4
C44	Ponziani Opening: Ponziani Countergambit	r1bqkbnr/pppp2pp/2n5/4pp2/4P3/2P2N2/PP1P1PPP/RNBQKB1R w KQkq -	e2e4 e7e5 g1f3 b8c6 c2c3 f7f5
C44	Ponziani Opening: Ponziani Countergambit, Cordel Variation	rnbqk2r/ppp1b1pp/3p1n2/3Pp3/4N3/2PB4/PP3PPP/RNBQK2R w KQkq -	e2e4 e7e5 g1f3 b8c6 c2c3 f7f5 d2d4 d7d6 d4d5 f5e4 f3g5 c6b8 g5e4 g8f6 f1d3 f8e7
C44	Ponziani Opening: Ponziani Countergambit, Schmidt Attack	r1bqkbnr/ppp3pp/2np4/3Ppp2/4P3/2P2N2/PP3PPP/RNBQKB1R b KQkq -	e2e4 e7e5 g1f3 b8c6 c2c3 f7f5 d2d4 d7d6 d4d5
C44	Ponziani Opening: Romanishin Variation	r1bqk1nr/ppppbppp/2n5/4p3/4P3/2P2N2/PP1P1PPP/RNBQKB1R w KQkq -	e2e4 e7e5 g1f3 b8c6 c2c3 f8e7
C44	Ponziani Opening: Réti Variation	r1bqkb1r/ppppnppp/2n5/4p3/4P3/2P2N2/PP1P1PPP/RNBQKB1R w KQkq -	e2e4 e7e5 g1f3 b8c6 c2c3 g8e7
C44	Ponziani Opening: Spanish Variation	r1bqkbnr/ppp2ppp/2n5/1B1pp3/4P3/2P2N2/PP1P1PPP/RNBQK2R b KQkq -	e2e4 e7e5 g1f3 b8c6 c2c3 d7d5 f1b5
C44	Ponziani Opening: Spanish Variation, Harrwitz Attack, Nikitin Gambit	r1b1kbnr/ppp2ppp/2n5/1B1qN3/Q3p3/2P5/PP1P1PPP/RNB1K2R b KQkq -	e2e4 e7e5 g1f3 b8c6 c2c3 d7d5 f1b5 d5e4 f3e5 d8d5 d1a4
C44	Ponziani Opening: Steinitz Variation	r1bqkbnr/ppp3pp/2n2p2/3pp3/Q3P3/2P2N2/PP1P1PPP/RNB1KB1R w KQkq -	e2e4 e7e5 g1f3 b8c6 c2c3 d7d5 d1a4 f7f6
C44	Ponziani Opening: Vukovic Gambit	r1bqk2r/pppp1ppp/2n5/2bPp3/4n3/2P2N2/PP3PPP/RNBQKB1R w KQkq -	e2e4 e7e5 g1f3 b8c6 c2c3 g8f6 d2d4 f6e4 d4d5 f8c5
C44	Scotch Game	r1bqkbnr/pppp1ppp/2n5/4p3/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq -	e2e4 e7e5 g1f3 b8c6 d2d4
C44	Scotch Game	r1bqkbnr/pppp1ppp/2n5/8/3pP3/5N2/PPP2PPP/RNBQKB1R w KQkq -	e2e4 e7e5 g1f3 b8c6 d2d4 e5d4
C44	Scotch Game: Benima Defense	r1bqk1nr/ppppbppp/2n5/8/2BpP3/5N2/PPP2PPP/RNBQK2R w KQkq -	e2e4 e7e5 g1f3 b8c6 f1c4 f8e7 d2d4 e5d4
C44	Scotch Game: Cochrane Variation	r1bqkb1r/pp1p1Npp/2p1nn2/8/2B1P3/8/PPP2PPP/RNBQ1RK1 b kq -	e2e4 e7e5 g1f3 b8c6 d2d4 c6d4 f3e5 d4e6 f1c4 c7c6 e1g1 g8f6 e5f7
C44	Scotch Game: Cochrane Variation	r1bqk1nr/pppp1ppp/2n5/b3P3/2B5/2P2N2/P4PPP/RNBQK2R b KQkq -	e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f1c4 f8b4 c2c3 d4c3 b2c3 b4a5 e4e5
C44	Scotch Game: Cochrane-Shumov Defense	r1bq3r/ppp2k1p/2n3p1/2Qp4/3pP3/8/PPP2PPP/RNB1K2R w KQ -	e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f1c4 f8c5 f3g5 g8h6 g5f7 h6f7 c4f7 e8f7 d1h5 g7g6 h5c5 d7d5
C44	Scotch Game: Göring Gambit	r1bqkbnr/pppp1ppp/2n5/8/3pP3/2P2N2/PP3PPP/RNBQKB1R b KQkq -	e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 c2c3
C44	Scotch Game: Göring Gambit, Bardeleben Variation	r1bqk2r/pppp1ppp/2n2n2/8/1bB1P3/2N2N2/PP3PPP/R1BQK2R w KQkq -	e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 c2c3 d4c3 f1c4 g8f6 b1c3 f8b4
C44	Scotch Game: Göring Gambit, Double Pawn Sacrifice	r1bqkbnr/pppp1ppp/2n5/8/2B1P3/2p2N2/PP3PPP/RNBQK2R b KQkq -	e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 c2c3 d4c3 f1c4
C44	Scotch Game: Göring Gambit, Main Line	r1bqk1nr/pppp1ppp/2n5/8/1b2P3/2N2N2/PP3PPP/R1BQKB1R w KQkq -	e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 c2c3 d4c3 b1c3 f8b4
C44	Scotch Game: Hanneken Variation	r1bq1rk1/pppp1ppp/5n2/4n1N1/1bB5/8/PB3PPP/RN1Q1RK1 w - -	e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f1c4 f8b4 c2c3 d4c3 e1g1 c3b2 c1b2 g8f6 f3g5 e8g8 e4e5 c6e5
C44	Scotch Game: Haxo Gambit	r1bqk1nr/pppp1ppp/2n5/2b5/2BpP3/5N2/PPP2PPP/RNBQK2R w KQkq -	e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f1c4 f8c5
C44	Scotch Game: Lolli Variation	r1bqkbnr/pppp1ppp/8/4p3/3nP3/5N2/PPP2PPP/RNBQKB1R w KQkq -	e2e4 e7e5 g1f3 b8c6 d2d4 c6d4
C44	Scotch Game: Napoleon Gambit	r1bqkbnr/pppp1ppp/8/8/2BpP3/8/PPP2PPP/RNBQK2R b KQkq -	e2e4 e7e5 g1f3 b8c6 d2d4 c6d4 f3d4 e5d4 f1c4
C44	Scotch Game: Relfsson Gambit	r1bqkbnr/pppp1ppp/2n5/1B6/3pP3/5N2/PPP2PPP/RNBQK2R b KQkq -	e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f1b5
C44	Scotch Game: Scotch Gambit	r1bqkbnr/pppp1ppp/2n5/8/2BpP3/5N2/PPP2PPP/RNBQK2R b KQkq -	e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f1c4
C44	Scotch Game: Scotch Gambit, Advance Variation	r1bqkb1r/pppp1ppp/2n2n2/4P3/2Bp4/5N2/PPP2PPP/RNBQK2R b KQkq -	e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f1c4 g8f6 e4e5
C44	Scotch Game: Scotch Gambit, Cochrane-Anderssen Variation	r2qk1nr/ppp2ppp/2np4/2b5/2BpP1b1/2P2N2/PP3PPP/RNBQ1RK1 w kq -	e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f1c4 f8c5 e1g1 d7d6 c2c3 c8g4
C44	Scotch Game: Scotch Gambit, Dubois Réti Defense	r1bqkb1r/pppp1ppp/2n2n2/8/2BpP3/5N2/PPP2PPP/RNBQK2R w KQkq -	e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 d2d4 e5d4
C44	Scotch Game: Scotch Gambit, Göring Gambit Declined	r1bqkbnr/ppp2ppp/2n5/3p4/3pP3/2P2N2/PP3PPP/RNBQKB1R w KQkq -	e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 c2c3 d7d5
C44	Scotch Game: Scotch Gambit, Kingside Variation	r1bqkb1r/pppp1ppp/2n5/4P3/2Bp2n1/5N2/PPP2PPP/RNBQK2R w KQkq -	e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 d2d4 e5d4 e4e5 f6g4
C44	Scotch Game: Scotch Gambit, London Defense	r1bqk1nr/pppp1ppp/2n5/8/1bBpP3/5N2/PPP2PPP/RNBQK2R w KQkq -	e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f1c4 f8b4
C44	Scotch Game: Scotch Gambit, Sarratt Variation	r1bqk1nr/pppp1ppp/2n5/2b3N1/2BpP3/8/PPP2PPP/RNBQK2R b KQkq -	e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f1c4 f8c5 f3g5
C44	Scotch Game: Sea-cadet Mate	r2q1bnr/ppp1kBpp/3p4/3NN3/4P3/8/PP3PPP/R1Bb1RK1 b - -	e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 c2c3 d4c3 b1c3 d7d6 f1c4 c8g4 e1g1 c6e5 f3e5 g4d1 c4f7 e8e7 c3d5
C44	Scotch Game: Vitzthum Attack	r1bqk2r/pppp1ppp/2n4n/2b3NQ/2BpP3/8/PPP2PPP/RNB1K2R b KQkq -	e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f1c4 f8c5 f3g5 g8h6 d1h5
C44	Tayler Opening	r1bqkb1r/pppp1ppp/2n2n2/4p3/3PP3/5N2/PPP1BPPP/RNBQK2R b KQkq -	e2e4 e7e5 g1f3 b8c6 f1e2 g8f6 d2d4
C45	Scotch Game	r1bqkbnr/pppp1ppp/2n5/8/3NP3/8/PPP2PPP/RNBQKB1R b KQkq -	e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4
C45	Scotch Game	r1b1k1nr/pppp1ppp/2n5/1N6/1b2P2q/8/PPPB1PPP/RN1QKB1R b KQkq -	e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 d8h4 d4b5 f8b4 c1d2
C45	Scotch Game: Alekhine Gambit	r1bqkb1r/pppp1ppp/2n2n2/4P3/3N4/8/PPP2PPP/RNBQKB1R b KQkq -	e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 g8f6 e4e5
C45	Scotch Game: Berger Variation	N1bk3r/pp1p1ppp/2n2n2/8/1b6/P4B1q/1PPN1P1P/R1BQK2R b KQ -	e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 d8h4 d4b5 f8b4 b1d2 h4e4 f1e2 e4g2 e2f3 g2h3 b5c7 e8d8 c7a8 g8f6 a2a3
C45	Scotch Game: Blumenfeld Attack	r1b1k1nr/pppp1ppp/2n2q2/1Nb5/4P3/4B3/PPP2PPP/RN1QKB1R b KQkq -	e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 f8c5 c1e3 d8f6 d4b5
C45	Scotch Game: Braune Variation	r1b1kbnr/pppp1ppp/2n5/8/3NP2q/4B3/PPP2PPP/RN1QKB1R b KQkq -	e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 d8h4 c1e3
C45	Scotch Game: Classical Variation	r1bqk1nr/pppp1ppp/2n5/2b5/3NP3/8/PPP2PPP/RNBQKB1R w KQkq -	e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 f8c5
C45	Scotch Game: Classical Variation, Blackburne Attack	r1b1k2r/ppppnppp/2n2q2/2b5/3NP3/2P1B3/PP1Q1PPP/RN2KB1R b KQkq -	e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 f8c5 c1e3 d8f6 c2c3 g8e7 d1d2
C45	Scotch Game: Classical Variation, Intermezzo Variation	r1b1k1nr/pppp1ppp/2N2q2/2b5/4P3/8/PPP2PPP/RNBQKB1R w KQkq -	e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 f8c5 d4c6 d8f6
C45	Scotch Game: Classical Variation, Millennium Variation	r1b1k1nr/pppp1ppp/2n3q1/2b5/3NP3/2P1B3/PP3PPP/RN1QKB1R w KQkq -	e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 f8c5 c1e3 d8f6 c2c3 f6g6
C45	Scotch Game: Fraser Variation	r1b1kbnr/pppp1ppp/2n5/8/4P2q/5N2/PPP2PPP/RNBQKB1R b KQkq -	e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 d8h4 d4f3
C45	Scotch Game: Ghulam-Kassim Variation	r1bqkbnr/ppp2ppp/3p4/8/3QP3/3B4/PPP2PPP/RNB1K2R b KQkq -	e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 c6d4 d1d4 d7d6 f1d3
C45	Scotch Game: Gottschall Variation	1rb2rk1/pp3ppp/5q2/3P4/1n6/2P1Q3/PP3PPP/RN2KB1R w KQ -	e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 f8c5 c1e3 d8f6 c2c3 g8e7 d1d2 d7d5 d4b5 c5e3 d2e3 e8g8 b5c7 a8b8 c7d5 e7d5 e4d5 c6b4
C45	Scotch Game: Horwitz Attack	r1b1kbnr/pppp1ppp/2n5/1N6/4P2q/8/PPP2PPP/RNBQKB1R b KQkq -	e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 d8h4 d4b5
C45	Scotch Game: Horwitz Attack, Blackburne Variation	r1bk2nr/pppp1ppp/2n5/1N6/4q3/8/PPPQBPPP/RN3RK1 b - -	e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 d8h4 d4b5 f8b4 c1d2 h4e4 f1e2 e8d8 e1g1 b4d2 d1d2
C45	Scotch Game: Horwitz Attack, McDonnell Variation	r1bk2nr/pppp1ppp/2n5/1N6/P4q2/8/1PPNBPPP/R2Q1RK1 b - -	e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 d8h4 d4b5 f8b4 c1d2 h4e4 f1e2 e8d8 e1g1 b4d2 b1d2 e4f4 a2a4
C45	Scotch Game: Horwitz Attack, Vienna Variation	r1bk2nr/pppp1ppp/2n5/1N6/2P2q2/8/PP1NBPPP/R2Q1RK1 b - -	e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 d8h4 d4b5 f8b4 c1d2 h4e4 f1e2 e8d8 e1g1 b4d2 b1d2 e4f4 c2c4
C45	Scotch Game: Malaniuk Variation	r1bqk1nr/pppp1ppp/2n5/8/1b1NP3/8/PPP2PPP/RNBQKB1R w KQkq -	e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 f8b4
C45	Scotch Game: Meitner Variation	r1b1k2r/ppppnppp/2n2q2/2b5/4P3/2P1B3/PPN2PPP/RN1QKB1R b KQkq -	e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 f8c5 c1e3 d8f6 c2c3 g8e7 d4c2
C45	Scotch Game: Mieses Variation	r1bqkb1r/p1pp1ppp/2p2n2/4P3/8/8/PPP2PPP/RNBQKB1R b KQkq -	e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 g8f6 d4c6 b7c6 e4e5
C45	Scotch Game: Modern Defense	r1b1k1nr/pppp1ppp/2n5/8/1b1NP2q/2N5/PPP2PPP/R1BQKB1R w KQkq -	e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 d8h4 b1c3 f8b4
C45	Scotch Game: Paulsen Attack	r1b1k2r/ppppnppp/2n2q2/1Bb5/3NP3/2P1B3/PP3PPP/RN1QK2R b KQkq -	e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 f8c5 c1e3 d8f6 c2c3 g8e7 f1b5
C45	Scotch Game: Paulsen Variation	r1b1kbnr/pppp1ppp/2n5/5N2/4P2q/8/PPP2PPP/RNBQKB1R b KQkq -	e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 d8h4 d4f5
C45	Scotch Game: Paulsen, Gunsberg Defense	r1bnk2r/ppppnppp/5q2/1Bb5/3NP3/2P1B3/PP3PPP/RN1QK2R w KQkq -	e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 f8c5 c1e3 d8f6 c2c3 g8e7 f1b5 c6d8
C45	Scotch Game: Potter Variation	r1bqk1nr/pppp1ppp/2n5/2b5/4P3/1N6/PPP2PPP/RNBQKB1R b KQkq -	e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 f8c5 d4b3
C45	Scotch Game: Romanishin Variation	r1bqk1nr/pppp1ppp/2n5/8/1b2P3/1N6/PPP2PPP/RNBQKB1R w KQkq -	e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 f8c5 d4b3 c5b4
C45	Scotch Game: Rosenthal Variation	r1bk2nr/pppp1ppp/2n3q1/1N6/8/8/PPPNBPPP/R2Q1RK1 w - -	e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 d8h4 d4b5 f8b4 c1d2 h4e4 f1e2 e8d8 e1g1 b4d2 b1d2 e4g6
C45	Scotch Game: Schmidt Variation	r1bqkb1r/pppp1ppp/2n2n2/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq -	e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 g8f6
C45	Scotch Game: Steinitz Variation	r1b1kbnr/pppp1ppp/2n5/8/3NP2q/8/PPP2PPP/RNBQKB1R w KQkq -	e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 d8h4
